,Date,Category,Name
180,民國112年11月27日,財政建設,張志豪
181,民國112年11月24日,工務,許家蓓
182,民國112年11月24日,工務,許家蓓
183,民國112年11月24日,工務,許家蓓
184,民國112年11月23日,民政,許淑華
185,民國112年11月23日,教育,許淑華
186,民國112年11月23日,工務,張志豪
187,民國112年11月23日,工務,張志豪
188,民國112年11月23日,財政建設,游淑慧
189,民國112年11月23日,警政衛生,葉林傳
190,民國112年11月23日,工務,葉林傳
191,民國112年11月22日,工務,葉林傳
192,民國112年11月22日,財政建設,葉林傳
193,民國112年11月22日,財政建設,葉林傳
194,民國112年11月21日,交通,徐立信
195,民國112年11月21日,財政建設,顏若芳
196,民國112年11月20日,工務,張志豪
197,民國112年11月17日,民政,許家蓓
198,民國112年11月17日,民政,許家蓓
199,民國112年11月16日,民政,李傅中武
200,民國112年11月16日,民政,李傅中武
201,民國112年11月16日,民政,李傅中武
202,民國112年11月15日,警政衛生,葉林傳
203,民國112年11月15日,教育,葉林傳
204,民國112年11月15日,警政衛生,張志豪
205,民國112年11月14日,工務,李傅中武
206,民國112年11月14日,教育,李傅中武
207,民國112年11月14日,警政衛生,詹為元
208,民國112年11月13日,教育,林延鳳
209,民國112年11月13日,民政,林延鳳
210,民國112年11月13日,民政,林延鳳
211,民國112年11月13日,警政衛生,張志豪
212,民國112年11月13日,教育,詹為元
213,民國112年11月13日,交通,徐立信
214,民國112年11月13日,工務,張志豪
215,民國112年11月10日,工務,郭昭巖
216,民國112年11月10日,交通,張文潔
217,民國112年11月10日,工務,許家蓓
218,民國112年11月10日,教育,張志豪
219,民國112年11月10日,教育,葉林傳
220,民國112年11月10日,工務,葉林傳
221,民國112年11月10日,工務,葉林傳
222,民國112年11月10日,交通,葉林傳
223,民國112年11月10日,警政衛生,張志豪
224,民國112年11月09日,警政衛生,游淑慧
225,民國112年11月09日,教育,林延鳳
226,民國112年11月09日,交通,徐立信
227,民國112年11月08日,警政衛生,張志豪
228,民國112年11月07日,警政衛生,許家蓓
229,民國112年11月07日,交通,林延鳳
230,民國112年11月07日,警政衛生,林延鳳
231,民國112年11月07日,警政衛生,林延鳳
232,民國112年11月07日,警政衛生,林延鳳
233,民國112年11月07日,教育,許家蓓
234,民國112年11月06日,教育,張志豪
235,民國112年11月06日,交通,王欣儀
236,民國112年11月06日,警政衛生,張志豪
237,民國112年11月03日,教育,張志豪
238,民國112年11月03日,教育,張志豪
239,民國112年11月03日,警政衛生,許家蓓
240,民國112年11月03日,警政衛生,許家蓓
241,民國112年11月03日,警政衛生,許家蓓
242,民國112年11月02日,教育,李傅中武
243,民國112年11月02日,警政衛生,李彥秀
244,民國112年11月02日,警政衛生,張志豪
245,民國112年11月02日,警政衛生,張志豪
246,民國112年11月02日,警政衛生,張志豪
247,民國112年11月01日,教育,張志豪
248,民國112年11月01日,財政建設,陳炳甫
249,民國112年10月31日,交通,李芳儒
250,民國112年10月31日,警政衛生,徐立信
251,民國112年10月31日,警政衛生,張志豪
252,民國112年10月31日,教育,顏若芳
253,民國112年10月31日,交通,顏若芳
254,民國112年10月31日,工務,徐立信
255,民國112年10月30日,交通,李傅中武
256,民國112年10月30日,交通,李傅中武
257,民國112年10月30日,教育,林亮君
258,民國112年10月30日,警政衛生,林杏兒
259,民國112年10月27日,交通,林延鳳
260,民國112年10月27日,交通,張志豪
261,民國112年10月27日,交通,張志豪
262,民國112年10月27日,交通,張志豪
263,民國112年10月27日,交通,許家蓓
264,民國112年10月27日,交通,許家蓓
265,民國112年10月27日,交通,許家蓓
266,民國112年10月25日,交通,張文潔
267,民國112年10月25日,教育,張志豪
268,民國112年10月25日,工務,林延鳳
269,民國112年10月25日,教育,林延鳳
270,民國112年10月25日,工務,林延鳳
271,民國112年10月24日,民政,林延鳳
272,民國112年10月24日,財政建設,林杏兒
273,民國112年10月23日,警政衛生,陳宥丞
274,民國112年10月23日,教育,李傅中武
275,民國112年10月23日,教育,李傅中武
276,民國112年10月23日,警政衛生,徐立信
277,民國112年10月20日,教育,許家蓓
278,民國112年10月20日,教育,許家蓓
279,民國112年10月18日,教育,何孟樺
280,民國112年10月18日,教育,何孟樺
281,民國112年10月18日,工務,顏若芳
282,民國112年10月18日,警政衛生,秦慧珠
283,民國112年10月18日,財政建設,許家蓓
284,民國112年10月18日,教育,許家蓓
285,民國112年10月17日,民政,林延鳳
286,民國112年10月17日,財政建設,游淑慧
287,民國112年10月17日,警政衛生,徐立信
288,民國112年10月17日,教育,張志豪
289,民國112年10月17日,教育,林延鳳
290,民國112年10月16日,警政衛生,陳宥丞
291,民國112年10月16日,警政衛生,徐立信
292,民國112年10月13日,財政建設,李傅中武
293,民國112年10月13日,財政建設,林延鳳
294,民國112年10月13日,財政建設,林延鳳
295,民國112年10月13日,財政建設,林延鳳
296,民國112年10月13日,財政建設,李芳儒
297,民國112年10月13日,工務,顏若芳
298,民國112年10月13日,財政建設,陳宥丞
299,民國112年10月12日,民政,陳政忠
300,民國112年10月12日,民政,陳政忠
301,民國112年10月12日,交通,陳政忠
302,民國112年10月12日,警政衛生,陳重文
303,民國112年10月12日,財政建設,張志豪
304,民國112年10月12日,交通,林延鳳
305,民國112年10月12日,工務,王欣儀
306,民國112年10月12日,財政建設,張志豪
307,民國112年10月12日,警政衛生,秦慧珠
308,民國112年10月12日,財政建設,李芳儒
309,民國112年10月12日,財政建設,李芳儒
310,民國112年10月11日,教育,許家蓓
311,民國112年10月11日,警政衛生,李明賢
312,民國112年10月11日,教育,林延鳳
313,民國112年10月11日,民政,林延鳳
314,民國112年10月11日,民政,林延鳳
315,民國112年10月11日,交通,林延鳳
316,民國112年10月11日,民政,王欣儀
317,民國112年10月06日,民政,王欣儀
318,民國112年10月05日,工務,林延鳳
319,民國112年10月04日,交通,詹為元
320,民國112年10月03日,教育,徐立信
321,民國112年10月02日,工務,徐立信
322,民國112年09月28日,警政衛生,王欣儀
323,民國112年09月28日,交通,陳宥丞
324,民國112年09月28日,交通,陳宥丞
325,民國112年09月27日,教育,林延鳳
326,民國112年09月27日,工務,陳怡君
327,民國112年09月27日,交通,陳宥丞
328,民國112年09月26日,民政,秦慧珠
329,民國112年09月26日,教育,秦慧珠
330,民國112年09月26日,警政衛生,闕枚莎
331,民國112年09月25日,民政,王欣儀
332,民國112年09月25日,工務,陳怡君
333,民國112年09月25日,警政衛生,陳宥丞
334,民國112年09月23日,交通,詹為元
335,民國112年09月23日,工務,簡舒培
336,民國112年09月23日,教育,游淑慧
337,民國112年09月23日,警政衛生,王欣儀
338,民國112年09月23日,交通,林延鳳
339,民國112年09月22日,民政,林延鳳
340,民國112年09月22日,工務,詹為元
341,民國112年09月22日,工務,陳重文
342,民國112年09月22日,民政,陳重文
343,民國112年09月21日,教育,鍾佩玲
344,民國112年09月21日,交通,李芳儒
345,民國112年09月20日,工務,趙怡翔
346,民國112年09月20日,警政衛生,王欣儀
347,民國112年09月19日,教育,秦慧珠
348,民國112年09月19日,警政衛生,王欣儀
349,民國112年09月18日,交通,徐立信
350,民國112年09月18日,警政衛生,徐立信
351,民國112年09月18日,警政衛生,游淑慧
352,民國112年09月18日,工務,詹為元
353,民國112年09月15日,教育,徐巧芯
354,民國112年09月15日,教育,闕枚莎
355,民國112年09月15日,財政建設,鍾佩玲
356,民國112年09月14日,教育,李彥秀
357,民國112年09月14日,教育,王欣儀
358,民國112年09月13日,教育,許家蓓
359,民國112年09月13日,工務,詹為元
360,民國112年09月13日,工務,詹為元
361,民國112年09月12日,工務,游淑慧
362,民國112年09月12日,工務,簡舒培
363,民國112年09月12日,工務,許淑華
364,民國112年09月12日,交通,許淑華
365,民國112年09月12日,工務,許淑華
366,民國112年09月12日,交通,詹為元
367,民國112年09月12日,財政建設,王欣儀
368,民國112年09月11日,警政衛生,詹為元
369,民國112年09月11日,工務,詹為元
370,民國112年09月11日,交通,許淑華
371,民國112年09月11日,工務,王欣儀
372,民國112年09月11日,工務,徐立信
373,民國112年09月11日,交通,徐立信
374,民國112年09月08日,教育,王欣儀
375,民國112年09月08日,工務,王欣儀
376,民國112年09月08日,民政,秦慧珠
377,民國112年09月07日,警政衛生,陳宥丞
378,民國112年09月07日,民政,許家蓓
379,民國112年09月07日,警政衛生,詹為元
380,民國112年09月06日,民政,王欣儀
381,民國112年09月06日,警政衛生,吳世正
382,民國112年09月06日,民政,簡舒培
383,民國112年09月06日,民政,王欣儀
384,民國112年09月06日,工務,陳怡君
385,民國112年09月05日,警政衛生,詹為元
386,民國112年09月05日,民政,陳重文
387,民國112年09月05日,財政建設,王欣儀
388,民國112年09月05日,工務,吳沛憶
389,民國112年09月04日,教育,王欣儀
390,民國112年09月01日,財政建設,詹為元
391,民國112年09月01日,工務,游淑慧
392,民國112年08月31日,交通,詹為元
393,民國112年08月31日,教育,張文潔
394,民國112年08月31日,財政建設,詹為元
395,民國112年08月31日,工務,王欣儀
396,民國112年08月31日,警政衛生,徐立信
397,民國112年08月30日,教育,黃瀞瑩
398,民國112年08月30日,民政,王欣儀
399,民國112年08月29日,民政,陳重文
400,民國112年08月29日,工務,陳重文
401,民國112年08月29日,警政衛生,王欣儀
402,民國112年08月28日,工務,王欣儀
403,民國112年08月28日,交通,張斯綱
404,民國112年08月25日,警政衛生,闕枚莎
405,民國112年08月25日,交通,鍾佩玲
406,民國112年08月24日,工務,陳宥丞
407,民國112年08月24日,警政衛生,秦慧珠
408,民國112年08月24日,警政衛生,王欣儀
409,民國112年08月23日,交通,黃瀞瑩
410,民國112年08月23日,教育,游淑慧
411,民國112年08月22日,財政建設,王欣儀
412,民國112年08月22日,工務,張文潔
413,民國112年08月22日,工務,張文潔
414,民國112年08月22日,警政衛生,黃瀞瑩
415,民國112年08月21日,工務,徐巧芯
416,民國112年08月18日,警政衛生,吳世正
417,民國112年08月18日,財政建設,鍾佩玲
418,民國112年08月18日,教育,王欣儀
419,民國112年08月18日,工務,游淑慧
420,民國112年08月17日,財政建設,徐立信
421,民國112年08月16日,警政衛生,徐立信
422,民國112年08月16日,財政建設,徐立信
423,民國112年08月16日,警政衛生,徐立信
424,民國112年08月16日,教育,詹為元
425,民國112年08月15日,工務,林杏兒
426,民國112年08月15日,交通,徐立信
427,民國112年08月15日,教育,徐巧芯
428,民國112年08月15日,民政,王欣儀
429,民國112年08月14日,交通,許淑華
430,民國112年08月14日,民政,徐立信
431,民國112年08月11日,工務,徐巧芯
432,民國112年08月11日,交通,鍾佩玲
433,民國112年08月11日,工務,劉耀仁
434,民國112年08月11日,警政衛生,王世堅
435,民國112年08月10日,教育,王欣儀
436,民國112年08月10日,工務,李芳儒
437,民國112年08月09日,交通,陳宥丞
438,民國112年08月09日,民政,陳賢蔚
439,民國112年08月08日,警政衛生,李明賢
440,民國112年08月08日,民政,陳怡君
441,民國112年08月08日,民政,詹為元
442,民國112年08月07日,工務,闕枚莎
443,民國112年08月07日,交通,詹為元
444,民國112年08月07日,教育,王欣儀
445,民國112年08月04日,交通,詹為元
446,民國112年08月02日,民政,王欣儀
447,民國112年08月02日,交通,詹為元
448,民國112年08月02日,民政,林亮君
449,民國112年08月02日,民政,王欣儀
450,民國112年08月01日,財政建設,王欣儀
451,民國112年08月01日,交通,詹為元
452,民國112年08月01日,交通,陳重文
453,民國112年08月01日,工務,黃瀞瑩
454,民國112年07月31日,財政建設,詹為元
455,民國112年07月28日,教育,徐立信
456,民國112年07月28日,交通,詹為元
457,民國112年07月27日,警政衛生,詹為元
458,民國112年07月27日,教育,詹為元
459,民國112年07月27日,工務,顏若芳
460,民國112年07月27日,交通,鍾佩玲
461,民國112年07月26日,警政衛生,王欣儀
462,民國112年07月25日,工務,陳宥丞
463,民國112年07月25日,工務,林杏兒
464,民國112年07月25日,警政衛生,詹為元
465,民國112年07月25日,教育,吳世正
466,民國112年07月25日,工務,徐立信
467,民國112年07月24日,交通,徐立信
468,民國112年07月24日,民政,張斯綱
469,民國112年07月24日,教育,鍾佩玲
470,民國112年07月24日,民政,闕枚莎
471,民國112年07月24日,教育,詹為元
472,民國112年07月24日,民政,許家蓓
473,民國112年07月21日,警政衛生,徐立信
474,民國112年07月21日,工務,詹為元
475,民國112年07月20日,民政,徐立信
476,民國112年07月20日,警政衛生,詹為元
477,民國112年07月20日,工務,徐立信
478,民國112年07月19日,工務,陳怡君
479,民國112年07月19日,教育,鍾佩玲
480,民國112年07月18日,警政衛生,詹為元
481,民國112年07月18日,民政,王欣儀
482,民國112年07月18日,交通,鍾佩玲
483,民國112年07月18日,交通,洪婉臻
484,民國112年07月18日,交通,洪婉臻
485,民國112年07月18日,教育,洪婉臻
486,民國112年07月18日,警政衛生,洪婉臻
487,民國112年07月18日,警政衛生,洪婉臻
488,民國112年07月18日,警政衛生,洪婉臻
489,民國112年07月17日,警政衛生,李傅中武
490,民國112年07月17日,民政,楊植斗
491,民國112年07月17日,民政,楊植斗
492,民國112年07月17日,交通,徐立信
493,民國112年07月17日,民政,詹為元
494,民國112年07月14日,教育,楊植斗
495,民國112年07月14日,工務,陳怡君
496,民國112年07月14日,民政,林亮君
497,民國112年07月14日,財政建設,王欣儀
498,民國112年07月14日,教育,何孟樺
499,民國112年07月14日,教育,何孟樺
500,民國112年07月14日,交通,楊植斗
501,民國112年07月14日,教育,徐立信
502,民國112年07月14日,交通,徐立信
503,民國112年07月13日,工務,徐立信
504,民國112年07月13日,民政,徐立信
505,民國112年07月13日,工務,王欣儀
506,民國112年07月13日,教育,陳宥丞
507,民國112年07月13日,工務,詹為元
508,民國112年07月13日,交通,張斯綱
509,民國112年07月13日,教育,吳世正
510,民國112年07月13日,民政,楊植斗
511,民國112年07月13日,工務,楊植斗
512,民國112年07月12日,工務,陳怡君
513,民國112年07月12日,財政建設,楊植斗
514,民國112年07月12日,警政衛生,詹為元
515,民國112年07月12日,民政,張斯綱
516,民國112年07月12日,工務,張斯綱
517,民國112年07月12日,警政衛生,楊植斗
518,民國112年07月11日,民政,顏若芳
519,民國112年07月11日,工務,詹為元
520,民國112年07月11日,交通,詹為元
521,民國112年07月11日,財政建設,王欣儀
522,民國112年07月11日,工務,林亮君
523,民國112年07月11日,工務,楊植斗
524,民國112年07月10日,交通,陳宥丞
525,民國112年07月10日,教育,楊植斗
526,民國112年07月10日,教育,楊植斗
527,民國112年07月10日,工務,王欣儀
528,民國112年07月10日,民政,侯漢廷
529,民國112年07月10日,民政,楊植斗
530,民國112年07月10日,工務,楊植斗
531,民國112年07月07日,交通,楊植斗
532,民國112年07月07日,交通,詹為元
533,民國112年07月07日,工務,詹為元
534,民國112年07月07日,交通,林珍羽
535,民國112年07月07日,財政建設,楊植斗
536,民國112年07月07日,交通,詹為元
537,民國112年07月07日,警政衛生,徐立信
538,民國112年07月06日,交通,黃瀞瑩
539,民國112年07月06日,交通,徐巧芯
540,民國112年07月06日,交通,徐立信
541,民國112年07月06日,教育,李傅中武
542,民國112年07月06日,工務,李傅中武
543,民國112年07月06日,財政建設,楊植斗
544,民國112年07月06日,財政建設,楊植斗
545,民國112年07月05日,民政,楊植斗
546,民國112年07月05日,財政建設,楊植斗
547,民國112年07月05日,民政,楊植斗
548,民國112年07月05日,工務,楊植斗
549,民國112年07月05日,教育,詹為元
550,民國112年07月05日,工務,詹為元
551,民國112年07月04日,交通,王世堅
552,民國112年07月04日,警政衛生,楊植斗
553,民國112年07月03日,警政衛生,林珍羽
554,民國112年07月03日,財政建設,詹為元
555,民國112年07月03日,警政衛生,楊植斗
556,民國112年06月30日,警政衛生,楊植斗
557,民國112年06月30日,教育,徐立信
558,民國112年06月30日,交通,鍾佩玲
559,民國112年06月29日,民政,陳怡君
560,民國112年06月29日,教育,何孟樺
561,民國112年06月28日,民政,李明賢
562,民國112年06月28日,交通,李明賢
563,民國112年06月28日,民政,李明賢
564,民國112年06月27日,財政建設,汪志冰
565,民國112年06月27日,教育,黃瀞瑩
566,民國112年06月27日,工務,鍾佩玲
567,民國112年06月27日,工務,李芳儒
568,民國112年06月27日,教育,李芳儒
569,民國112年06月27日,教育,李芳儒
570,民國112年06月26日,交通,陳炳甫
571,民國112年06月26日,工務,陳賢蔚
572,民國112年06月21日,交通,徐立信
573,民國112年06月21日,工務,洪婉臻
574,民國112年06月21日,交通,何孟樺
575,民國112年06月21日,民政,李芳儒
576,民國112年06月20日,民政,陳重文
577,民國112年06月20日,民政,陳重文
578,民國112年06月20日,民政,李芳儒
579,民國112年06月19日,教育,徐立信
580,民國112年06月19日,工務,張文潔
581,民國112年06月19日,交通,何孟樺
582,民國112年06月19日,工務,何孟樺
583,民國112年06月17日,教育,許淑華
584,民國112年06月17日,民政,許淑華
585,民國112年06月17日,交通,許家蓓
586,民國112年06月17日,民政,陳重文
587,民國112年06月16日,交通,李明賢
588,民國112年06月16日,民政,張斯綱
589,民國112年06月16日,教育,黃瀞瑩
590,民國112年06月15日,民政,許家蓓
591,民國112年06月15日,工務,徐立信
592,民國112年06月14日,教育,陳重文
593,民國112年06月13日,交通,徐立信
594,民國112年06月13日,教育,李明賢
595,民國112年06月13日,教育,李明賢
596,民國112年06月13日,教育,李明賢
597,民國112年06月09日,工務,顏若芳
598,民國112年06月09日,交通,顏若芳
599,民國112年06月09日,教育,許家蓓
600,民國112年05月26日,工務,林延鳳
601,民國112年05月26日,工務,李傅中武
602,民國112年05月26日,工務,李傅中武
603,民國112年05月26日,工務,李傅中武
604,民國112年05月26日,警政衛生,楊植斗
605,民國112年05月26日,警政衛生,楊植斗
606,民國112年05月25日,教育,洪健益
607,民國112年05月24日,交通,許家蓓
608,民國112年05月24日,工務,許家蓓
609,民國112年05月24日,工務,許家蓓
610,民國112年05月24日,警政衛生,徐立信
611,民國112年05月24日,工務,許家蓓
612,民國112年05月24日,財政建設,王欣儀
613,民國112年05月23日,教育,林珍羽
614,民國112年05月23日,交通,林珍羽
615,民國112年05月23日,民政,徐立信
616,民國112年05月22日,民政,徐立信
617,民國112年05月19日,工務,洪婉臻
618,民國112年05月18日,民政,王欣儀
619,民國112年05月18日,工務,林杏兒
620,民國112年05月18日,民政,李芳儒
621,民國112年05月17日,民政,李芳儒
622,民國112年05月16日,工務,徐立信
623,民國112年05月16日,警政衛生,張志豪
624,民國112年05月16日,工務,林延鳳
625,民國112年05月16日,工務,徐立信
626,民國112年05月15日,工務,徐巧芯
627,民國112年05月15日,工務,許淑華
628,民國112年05月15日,警政衛生,許家蓓
629,民國112年05月15日,警政衛生,許家蓓
630,民國112年05月15日,交通,許家蓓
631,民國112年05月15日,交通,許家蓓
632,民國112年05月15日,警政衛生,許家蓓
633,民國112年05月12日,警政衛生,李彥秀
634,民國112年05月12日,警政衛生,李彥秀
635,民國112年05月12日,教育,李彥秀
636,民國112年05月12日,民政,李彥秀
637,民國112年05月12日,交通,李彥秀
638,民國112年05月12日,交通,李芳儒
639,民國112年05月12日,交通,李芳儒
640,民國112年05月12日,交通,李芳儒
641,民國112年05月12日,交通,王欣儀
642,民國112年05月12日,交通,徐立信
643,民國112年05月12日,交通,張志豪
644,民國112年05月12日,民政,張志豪
645,民國112年05月12日,交通,張志豪
646,民國112年05月11日,交通,徐立信
647,民國112年05月10日,交通,侯漢廷
648,民國112年05月10日,工務,徐立信
649,民國112年05月10日,交通,柳采葳
650,民國112年05月08日,民政,許家蓓
651,民國112年05月08日,財政建設,許家蓓
652,民國112年05月08日,民政,許家蓓
653,民國112年05月08日,財政建設,許家蓓
654,民國112年05月08日,教育,許家蓓
655,民國112年05月05日,教育,林延鳳
656,民國112年05月04日,警政衛生,王欣儀
657,民國112年05月04日,交通,鍾佩玲
658,民國112年05月03日,民政,闕枚莎
659,民國112年05月03日,警政衛生,侯漢廷
660,民國112年05月02日,教育,林延鳳
661,民國112年05月01日,警政衛生,李柏毅
662,民國112年05月01日,教育,李傅中武
663,民國112年05月01日,教育,李傅中武
664,民國112年05月01日,財政建設,張志豪
665,民國112年05月01日,民政,徐立信
666,民國112年04月28日,民政,李傅中武
667,民國112年04月28日,交通,徐立信
668,民國112年04月28日,警政衛生,陳賢蔚
669,民國112年04月28日,工務,徐立信
670,民國112年04月28日,財政建設,林杏兒
671,民國112年04月28日,民政,秦慧珠
672,民國112年04月27日,教育,李柏毅
673,民國112年04月27日,財政建設,李傅中武
674,民國112年04月27日,財政建設,李傅中武
675,民國112年04月27日,財政建設,李傅中武
676,民國112年04月27日,民政,陳怡君
677,民國112年04月27日,民政,張志豪
678,民國112年04月26日,工務,張文潔
679,民國112年04月25日,交通,徐立信
680,民國112年04月25日,工務,徐立信
681,民國112年04月25日,警政衛生,徐立信
